frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1683435369.715788000	180	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435369.715788000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.715788000	105	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.716608000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435369.716665000	1514	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435369.716880000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435369.717000000	2974	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435369.717076000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435369.717627000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.717627000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.717627000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.717627000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.717627000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.717627000	526	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.718605000	212	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435369.847603000	55	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	156.0.212.9	51156	1											
1683435369.888513000	66	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.888513000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.888513000	66	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.888513000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.892519000	105	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435369.892519000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.892519000	526	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435369.892701000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.893319000	85	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.893428000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51162	443											
1683435369.893578000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435369.893578000	1291	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435370.160846000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435370.160846000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435370.160846000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51162											
1683435370.161022000	526	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435370.161059000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435370.161554000	85	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435370.161625000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.46.162.224	51163	443											
1683435370.217062000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	49.37.132.231	51157	6881											
1683435370.217664000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	209.146.20.67	51158	6881											
1683435370.227698000	55	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	51.89.98.181	51115	443											
1683435370.229511000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	86.105.77.71	51166	49802											
1683435370.230659000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	184.22.20.241	51167	6881											
1683435370.230746000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435370.240153000	180	b4:8c:9d:91:e1:31	ff:ff:ff:ff:ff:ff	192.168.133.128	192.168.133.255			27036	27036									
1683435370.240689000	310	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	103.10.124.125	51100	27031											
1683435370.364612000	58	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	112.198.27.4	192.168.133.128	1	51168											
1683435370.365238000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435370.365293000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435370.365293000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435370.365293000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.46.162.224	192.168.133.128	443	51163											
1683435370.369144000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435370.469028000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	103.10.124.125	192.168.133.128	27031	51100											
1683435370.469028000	66	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	51.89.98.181	192.168.133.128	443	51115											
1683435370.706399000	334	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	103.10.124.125	192.168.133.128	27031	51100											
1683435370.748924000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	103.10.124.125	51100	27031											
1683435370.777475000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435371.025234000	76	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211			54957	53									
1683435371.025592000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	66.203.125.14	51170	443											
1683435371.079111000	173	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128			53	54957									
1683435371.232799000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	86.105.77.71	51166	49802											
1683435371.233076000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	184.22.20.241	51167	6881											
1683435371.244560000	62	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	124.41.239.2			51974	58716									
1683435371.244724000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435371.389596000	58	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	66.203.125.14	192.168.133.128	443	51170											
1683435371.389690000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	66.203.125.14	51170	443											
1683435371.390013000	376	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	66.203.125.14	51170	443											
1683435371.674264000	317	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	15.207.187.50	51091	443											
1683435371.767835000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	124.41.239.2	192.168.133.128			58716	51974									
1683435371.767835000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	66.203.125.14	192.168.133.128	443	51170											
1683435371.767835000	184	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	66.203.125.14	192.168.133.128	443	51170											
1683435371.768144000	130	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	124.41.239.2			51974	58716									
1683435371.768455000	105	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	66.203.125.14	51170	443											
1683435371.768699000	398	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	66.203.125.14	51170	443											
1683435371.959026000	70	b4:8c:9d:91:e1:31	01:00:5e:00:00:fb	192.168.133.128	224.0.0.251			5353	5353									
1683435371.959280000	90	b4:8c:9d:91:e1:31	33:33:00:00:00:fb					5353	5353								fe80::c21c:a149:ca61:178e	ff02::fb
1683435371.959493000	70	b4:8c:9d:91:e1:31	01:00:5e:00:00:fb	192.168.133.128	224.0.0.251			5353	5353									
1683435371.959577000	90	b4:8c:9d:91:e1:31	33:33:00:00:00:fb					5353	5353								fe80::c21c:a149:ca61:178e	ff02::fb
1683435371.959912000	84	b4:8c:9d:91:e1:31	33:33:00:01:00:03					53711	5355								fe80::c21c:a149:ca61:178e	ff02::1:3
1683435371.960022000	64	b4:8c:9d:91:e1:31	01:00:5e:00:00:fc	192.168.133.128	224.0.0.252			53711	5355									
1683435371.960326000	84	b4:8c:9d:91:e1:31	33:33:00:01:00:03					58970	5355								fe80::c21c:a149:ca61:178e	ff02::1:3
1683435371.960452000	64	b4:8c:9d:91:e1:31	01:00:5e:00:00:fc	192.168.133.128	224.0.0.252			58970	5355									
1683435372.053358000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435372.148341000	139	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	15.207.187.50	192.168.133.128	443	51091											
1683435372.148341000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	124.41.239.2	192.168.133.128			58716	51974									
1683435372.148341000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	66.203.125.14	192.168.133.128	443	51170											
1683435372.148341000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	66.203.125.14	192.168.133.128	443	51170											
1683435372.150019000	146	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	212.118.45.202			6881	8444									
1683435372.189438000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	15.207.187.50	51091	443											
1683435372.377806000	84	b4:8c:9d:91:e1:31	33:33:00:01:00:03					53711	5355								fe80::c21c:a149:ca61:178e	ff02::1:3
1683435372.377807000	84	b4:8c:9d:91:e1:31	33:33:00:01:00:03					58970	5355								fe80::c21c:a149:ca61:178e	ff02::1:3
1683435372.378018000	64	b4:8c:9d:91:e1:31	01:00:5e:00:00:fc	192.168.133.128	224.0.0.252			53711	5355									
1683435372.378028000	64	b4:8c:9d:91:e1:31	01:00:5e:00:00:fc	192.168.133.128	224.0.0.252			58970	5355									
1683435372.378145000	92	b4:8c:9d:91:e1:31	ff:ff:ff:ff:ff:ff	192.168.133.128	192.168.133.255			137	137									
1683435372.432298000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211	51171	80											
1683435372.647285000	352	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	212.118.45.202	192.168.133.128			8444	6881									
1683435372.649284000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128	80	51171											
1683435372.854637000	96	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211			54108	53									
1683435372.854755000	96	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211			61938	53									
1683435372.963585000	70	b4:8c:9d:91:e1:31	01:00:5e:00:00:fb	192.168.133.128	224.0.0.251			5353	5353									
1683435372.963766000	90	b4:8c:9d:91:e1:31	33:33:00:00:00:fb					5353	5353								fe80::c21c:a149:ca61:178e	ff02::fb
1683435372.963936000	70	b4:8c:9d:91:e1:31	01:00:5e:00:00:fb	192.168.133.128	224.0.0.251			5353	5353									
1683435372.964048000	90	b4:8c:9d:91:e1:31	33:33:00:00:00:fb					5353	5353								fe80::c21c:a149:ca61:178e	ff02::fb
1683435373.137962000	92	b4:8c:9d:91:e1:31	ff:ff:ff:ff:ff:ff	192.168.133.128	192.168.133.255			137	137									
1683435373.153996000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211	51171	80											
1683435373.234053000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	86.105.77.71	51166	49802											
1683435373.234093000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	184.22.20.241	51167	6881											
1683435373.367935000	155	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128			53	54108									
1683435373.367935000	213	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128			53	61938									
1683435373.368526000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435373.370297000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128	80	51171											
1683435373.665840000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435373.718274000	66	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435373.718656000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435373.719134000	188	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	142.250.195.138	192.168.133.128	443	51093											
1683435373.720583000	364	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435373.761767000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	142.250.195.138	51093	443											
1683435373.877316000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211	51171	80											
1683435373.889904000	92	b4:8c:9d:91:e1:31	ff:ff:ff:ff:ff:ff	192.168.133.128	192.168.133.255			137	137									
1683435374.073577000	5894	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.073714000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.074983000	177	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.074983000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128	80	51171											
1683435374.076803000	212	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.224896000	150	b4:8c:9d:91:e1:31	33:33:00:01:00:02					546	547								fe80::c21c:a149:ca61:178e	ff02::1:2
1683435374.224958000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	49.37.132.231	51157	6881											
1683435374.225054000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	209.146.20.67	51158	6881											
1683435374.301156000	62	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	114.79.186.210			51974	48730									
1683435374.387465000	105	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.388725000	621	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.388772000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.388772000	1494	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.388772000	310	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435374.583911000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211	51171	80											
1683435374.684985000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	114.79.186.210	192.168.133.128			48730	51974									
1683435374.685977000	130	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	114.79.186.210			51974	48730									
1683435374.691302000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128	80	51171											
1683435374.994501000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.994501000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.994501000	299	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435374.994501000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	114.79.186.210	192.168.133.128			48730	51974									
1683435375.041565000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435375.119811000	94	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	62880								2404:6800:4007:82c::200a	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435375.146384000	94	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					62880	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:82c::200a
1683435375.198970000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211	51171	80											
1683435375.205682000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128	80	51171											
1683435375.206621000	92	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	192.168.133.211			58971	137									
1683435375.221251000	120	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	192.168.133.211	192.168.133.128			58971	137	3	3							
1683435375.280128000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435375.296606000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	156.0.212.9	51156	1											
1683435375.308083000	62	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	103.130.91.251			51974	10821									
1683435375.357702000	299	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	104.208.16.0	192.168.133.128	443	51172											
1683435375.357787000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.208.16.0	51172	443											
1683435375.364943000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	103.130.91.251	192.168.133.128			10821	51974									
1683435375.365535000	130	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	103.130.91.251			51974	10821									
1683435375.444629000	62	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	103.130.91.251	192.168.133.128			10821	51974									
1683435376.401088000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.80		
1683435376.403209000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.64.198		
1683435376.407003000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.64.47		
1683435376.408948000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.153		
1683435376.411792000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.225		
1683435376.413707000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.129		
1683435376.416094000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.65.205		
1683435376.418235000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.167		
1683435376.420185000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.30		
1683435376.430783000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.65.212		
1683435376.619889000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	23.201.55.137	51098	80											
1683435376.686631000	317	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	15.207.187.50	51091	443											
1683435376.766175000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.153		
1683435376.821787000	712	b4:8c:9d:91:e1:31	01:00:5e:00:00:fb	192.168.133.128	224.0.0.251			5353	5353									
1683435376.900391000	258	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	112.198.27.4	51168	1											
1683435377.063861000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.65.148		
1683435377.069443000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.10		
1683435377.073506000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	23.201.55.137	192.168.133.128	80	51098											
1683435377.073506000	139	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	15.207.187.50	192.168.133.128	443	51091											
1683435377.073632000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	23.201.55.137	51098	80											
1683435377.076090000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.214		
1683435377.076124000	146	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	79.111.12.31			6881	51413									
1683435377.082810000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	23.201.55.137	192.168.133.128	80	51098											
1683435377.082890000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	23.201.55.137	51098	80											
1683435377.085856000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.254		
1683435377.087916000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.34		
1683435377.091425000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.64.147		
1683435377.094595000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.167		
1683435377.097128000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.95		
1683435377.099017000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.54		
1683435377.108776000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.65.197		
1683435377.126828000	54	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	15.207.187.50	51091	443											
1683435377.235431000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	86.105.77.71	51166	49802											
1683435377.235495000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	184.22.20.241	51167	6881											
1683435377.329758000	66	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a	192.168.133.128	104.132.20.104	51173	6881											
1683435377.347569000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.21		
1683435377.359823000	325	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	79.111.12.31	192.168.133.128			51413	6881									
1683435377.360722000	54	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31	23.201.55.137	192.168.133.128	80	51098											
1683435377.361821000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.18		
1683435377.363751000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.202		
1683435377.371264000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.67.130		
1683435377.381978000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.66.250		
1683435377.660023000	60	d0:81:7a:ba:bb:4a	ff:ff:ff:ff:ff:ff									1	d0:81:7a:ba:bb:4a	192.168.66.118	00:00:00:00:00:00	192.168.65.251		
